Lemma	Eng Gloss	POS	Level	Word source	Ex. ID	Form 	Analysis	Example Sentence	Translation	Reference	Topic(s)
консервы	_	N.Inan	B2	LM	1	консервы	Nom.Plur	_	_	_	_
консервы	_	N.Inan	B2	LM	2	консервов	Gen.Plur	_	_	_	_
конструкция	_	N.Fem.Inan	B2	LM	1	конструкции	Gen.Sing	_	_	_	_
конструкция	_	N.Fem.Inan	B2	LM	2	конструкцию	Acc.Sing	_	_	_	_
конструкция	_	N.Fem.Inan	B2	LM	3	конструкция	Nom.Sing	_	_	_	_
консультант	_	N.Masc.Anim	B2	LM	1	консультанты	Nom.Plur	_	_	_	_
консультант	_	N.Masc.Anim	B2	LM	2	консультантом	Ins.Sing	_	_	_	_
консультант	_	N.Masc.Anim	B2	LM	3	консультантов	Gen.Plur	_	_	_	_
контекст	_	N.Masc.Inan	B2	LM	1	контексте	Loc.Sing	_	_	_	_
контекст	_	N.Masc.Inan	B2	LM	2	контекст	Acc.Sing	_	_	_	_
контекст	_	N.Masc.Inan	B2	LM	3	контекста	Gen.Sing	_	_	_	_
контрабанда	_	N.Fem.Inan	B2	LM	1	контрабанде	Loc.Sing	_	_	_	_
контрабанда	_	N.Fem.Inan	B2	LM	2	контрабанда	Nom.Sing	_	_	_	_
контракт	_	N.Masc.Inan	B2	MiP, LM	1	контракт	Acc.Sing	_	_	_	_
контракт	_	N.Masc.Inan	B2	MiP, LM	2	контракты	Acc.Plur	_	_	_	_
контракт	_	N.Masc.Inan	B2	MiP, LM	3	контрактов	Gen.Plur	_	_	_	_
красть	_	V	B2	LM	1	крадут	Plur.3.Pres/Fut	_	_	_	_
контроль	_	N.Masc.Inan	B2	MiP, LM	1	контроля	Gen.Sing	_	_	_	_
контроль	_	N.Masc.Inan	B2	MiP, LM	2	контроль	Nom.Sing	_	_	_	_
контроль	_	N.Masc.Inan	B2	MiP, LM	3	контролем	Ins.Sing	_	_	_	_
конфликт	_	N.Masc.Inan	B2	LM	1	конфликт	Nom.Sing	_	_	_	_
конфликт	_	N.Masc.Inan	B2	LM	2	конфликта	Gen.Sing	_	_	_	_
конфликт	_	N.Masc.Inan	B2	LM	3	конфликтах	Loc.Plur	_	_	_	_
кривить	_	V	B2	LM	1	кривить	Inf	_	_	_	_
кривить	_	V	B2	LM	2	кривил	Masc.Sing.Past	_	_	_	_
копия	_	N.Fem.Inan	B2	LM	1	копий	Gen.Plur	_	_	_	_
копия	_	N.Fem.Inan	B2	LM	2	копии	Nom.Plur	_	_	_	_
копия	_	N.Fem.Inan	B2	LM	3	копиями	Ins.Plur	_	_	_	_
коран	_	N.Masc.Inan	B2	LM	1	корана	Gen.Sing	_	_	_	_
коран	_	N.Masc.Inan	B2	LM	2	коран	Acc.Sing	_	_	_	_
коран	_	N.Masc.Inan	B2	LM	3	коране	Loc.Sing	_	_	_	_
кореец	_	N.Masc.Anim	B2	LM	1	корейцы	Nom.Plur	_	_	_	_
кореец	_	N.Masc.Anim	B2	LM	2	корейцев	Gen.Plur	_	_	_	_
королева	_	N.Fem.Anim	B2	LM	1	королева	Nom.Sing	_	_	_	_
королева	_	N.Fem.Anim	B2	LM	2	королевы	Gen.Sing	_	_	_	_
королева	_	N.Fem.Anim	B2	LM	3	королевой	Ins.Sing	_	_	_	_
король	_	N.Masc.Anim	B2	LM	1	король	Nom.Sing	_	_	_	_
король	_	N.Masc.Anim	B2	LM	2	королём	Ins.Sing	_	_	_	_
король	_	N.Masc.Anim	B2	LM	3	короля	Gen.Sing	_	_	_	_
корреспондент	_	N.Masc.Anim	B2	LM	1	корреспонденту	Dat.Sing	_	_	_	_
корреспондент	_	N.Masc.Anim	B2	LM	2	корреспондент	Nom.Sing	_	_	_	_
корреспондент	_	N.Masc.Anim	B2	LM	3	корреспондентом	Ins.Sing	_	_	_	_
коррупция	_	N.Fem.Inan	B2	LM	1	коррупции	Gen.Sing	_	_	_	_
коррупция	_	N.Fem.Inan	B2	LM	2	коррупция	Nom.Sing	_	_	_	_
коррупция	_	N.Fem.Inan	B2	LM	3	коррупцией	Ins.Sing	_	_	_	_
косвенный	_	A	B2	LM	1	косвенное	Inan.Acc.Neut.Sing	_	_	_	_
косвенный	_	A	B2	LM	2	косвенным	Ins.Masc.Sing	_	_	_	_
косвенный	_	A	B2	LM	3	косвенные	Nom.Plur	_	_	_	_
косметика	_	N.Fem.Inan	B2	LM	1	косметики	Gen.Sing	_	_	_	_
косметика	_	N.Fem.Inan	B2	LM	2	косметику	Acc.Sing	_	_	_	_
косметика	_	N.Fem.Inan	B2	LM	3	косметикой	Ins.Sing	_	_	_	_
косметический	_	A	B2	LM	1	косметические	Nom.Plur	_	_	_	_
косметический	_	A	B2	LM	2	косметических	Gen.Plur	_	_	_	_
косметический	_	A	B2	LM	3	косметическими	Ins.Plur	_	_	_	_
кость	_	N.Fem.Inan	B2	LM	1	кость	Acc.Sing	_	_	_	_
кость	_	N.Fem.Inan	B2	LM	2	кости	Acc.Plur	_	_	_	_
кость	_	N.Fem.Inan	B2	LM	3	костями	Ins.Plur	_	_	_	_
котенок	_	N.Masc.Anim	B2	LM	1	котёнка	Acc.Sing	_	_	_	_
котенок	_	N.Masc.Anim	B2	LM	2	котятами	Ins.Plur	_	_	_	_
котенок	_	N.Masc.Anim	B2	LM	3	котята	Nom.Plur	_	_	_	_
кран	_	N.Masc.Inan	B2	LM	1	краны	Nom.Plur	_	_	_	_
кран	_	N.Masc.Inan	B2	LM	2	крана	Gen.Sing	_	_	_	_
кран	_	N.Masc.Inan	B2	LM	3	краном	Ins.Sing	_	_	_	_
кусать	_	V	B2	LM	1	кусает	Sing.3.Pres/Fut	_	_	_	_
кусать	_	V	B2	LM	2	кусая	Pres/Fut	_	_	_	_
кусать	_	V	B2	LM	3	кусают	Plur.3.Pres/Fut	_	_	_	_
краска	_	N.Fem.Inan	B2	LM	1	красок	Gen.Plur	_	_	_	_
краска	_	N.Fem.Inan	B2	LM	2	краской	Ins.Sing	_	_	_	_
краска	_	N.Fem.Inan	B2	LM	3	красками	Ins.Plur	_	_	_	_
кусаться	_	V	B2	LM	1	кусаются	Plur.3.Pres/Fut	_	_	_	_
красота	_	N.Fem.Inan	B2	LM	1	красота	Nom.Sing	_	_	_	_
красота	_	N.Fem.Inan	B2	LM	2	красоты	Gen.Sing	_	_	_	_
красота	_	N.Fem.Inan	B2	LM	3	красоту	Acc.Sing	_	_	_	_
кушать	_	V	B2	LM	1	кушать	Inf	_	_	_	_
кушать	_	V	B2	LM	2	кушали	Plur.Past	_	_	_	_
кушать	_	V	B2	LM	3	кушайте	Imper.Plur.2	_	_	_	_
кратковременный	_	A	B2	LM	1	кратковременной	Gen.Fem.Sing	_	_	_	_
кратковременный	_	A	B2	LM	2	кратковременных	Loc.Plur	_	_	_	_
кратковременный	_	A	B2	LM	3	кратковременные	Nom.Plur	_	_	_	_
кредит	_	N.Masc.Inan	B2	LM	1	кредиты	Acc.Plur	_	_	_	_
кредит	_	N.Masc.Inan	B2	LM	2	кредит	Acc.Sing	_	_	_	_
кредит	_	N.Masc.Inan	B2	LM	3	кредитов	Gen.Plur	_	_	_	_
крем	_	N.Masc.Inan	B2	LM	1	крем	Nom.Sing	_	_	_	_
крем	_	N.Masc.Inan	B2	LM	2	кремом	Ins.Sing	_	_	_	_
крем	_	N.Masc.Inan	B2	LM	3	крема	Gen.Sing	_	_	_	_
крепость	_	N.Fem.Inan	B2	LM	1	крепость	Acc.Sing	_	_	_	_
крепость	_	N.Fem.Inan	B2	LM	2	крепости	Gen.Sing	_	_	_	_
крепость	_	N.Fem.Inan	B2	LM	3	крепостью	Ins.Sing	_	_	_	_
крест	_	N.Masc.Inan	B2	LM	1	крестом	Ins.Sing	_	_	_	_
крест	_	N.Masc.Inan	B2	LM	2	крест	Nom.Sing	_	_	_	_
крест	_	N.Masc.Inan	B2	LM	3	крестами	Ins.Plur	_	_	_	_
кривая	_	N.Fem.Inan	B2	LM	1	кривой	Gen.Sing	_	_	_	_
кривая	_	N.Fem.Inan	B2	LM	2	кривые	Nom.Plur	_	_	_	_
кривая	_	N.Fem.Inan	B2	LM	3	кривая	Nom.Sing	_	_	_	_
лаять	_	V	B2	LM	1	лаять	Inf	_	_	_	_
лаять	_	V	B2	LM	2	лаял	Masc.Sing.Past	_	_	_	_
лаять	_	A	B2	LM	3	лающих	Gen.Plur	_	_	_	_
кривой	_	A	B2	LM	1	кривая	Nom.Fem.Sing	_	_	_	_
кривой	_	A	B2	LM	2	кривых	Gen.Plur	_	_	_	_
кривой	_	A	B2	LM	3	кривыми	Ins.Plur	_	_	_	_
крик	_	N.Masc.Inan	B2	LM	1	крик	Nom.Sing	_	_	_	_
крик	_	N.Masc.Inan	B2	LM	2	криком	Ins.Sing	_	_	_	_
крик	_	N.Masc.Inan	B2	LM	3	криками	Ins.Plur	_	_	_	_
криминальный	_	A	B2	LM	1	криминального	Gen.Masc.Sing	_	_	_	_
криминальный	_	A	B2	LM	2	криминальный	Nom.Masc.Sing	_	_	_	_
криминальный	_	A	B2	LM	3	криминальные	Nom.Plur	_	_	_	_
критерий	_	N.Masc.Inan	B2	LM	1	критерий	Nom.Sing	_	_	_	_
критерий	_	N.Masc.Inan	B2	LM	2	критериев	Gen.Plur	_	_	_	_
критерий	_	N.Masc.Inan	B2	LM	3	критерии	Nom.Plur	_	_	_	_
критик	_	N.Masc.Anim	B2	LM	1	критик	Nom.Sing	_	_	_	_
критик	_	N.Masc.Anim	B2	LM	2	критики	Nom.Plur	_	_	_	_
критик	_	N.Masc.Anim	B2	LM	3	критика	Gen.Sing	_	_	_	_
критика	_	N.Fem.Inan	B2	LM	1	критика	Nom.Sing	_	_	_	_
критика	_	N.Fem.Inan	B2	LM	2	критики	Gen.Sing	_	_	_	_
критика	_	N.Fem.Inan	B2	LM	3	критике	Loc.Sing	_	_	_	_
критический	_	A	B2	LM	1	критических	Gen.Plur	_	_	_	_
критический	_	A	B2	LM	2	критические	Inan.Acc.Plur	_	_	_	_
критический	_	A	B2	LM	3	критической	Gen.Fem.Sing	_	_	_	_
кровяной	_	A	B2	LM	1	кровяных	Gen.Plur	_	_	_	_
кровяной	_	A	B2	LM	2	кровяное	Inan.Acc.Neut.Sing	_	_	_	_
кровяной	_	A	B2	LM	3	кровяной	Ins.Fem.Sing	_	_	_	_
кроссворд	_	N.Masc.Inan	B2	LM	1	кроссвордов	Gen.Plur	_	_	_	_
кроссворд	_	N.Masc.Inan	B2	LM	2	кроссфордам	Dat.Plur	_	_	_	_
кроссворд	_	N.Masc.Inan	B2	LM	3	кроссворд	Acc.Sing	_	_	_	_
круг	_	N.Masc.Inan	B2	LM	1	круг	Nom.Sing	_	_	_	_
круг	_	N.Masc.Inan	B2	LM	2	круга	Gen.Sing	_	_	_	_
круг	_	N.Masc.Inan	B2	LM	3	кругах	Loc.Plur	_	_	_	_
крупа	_	N.Fem.Inan	B2	LM	1	крупы	Gen.Sing	_	_	_	_
крупа	_	N.Fem.Inan	B2	LM	2	крупу	Acc.Sing	_	_	_	_
крупа	_	N.Fem.Inan	B2	LM	3	крупа	Nom.Sing	_	_	_	_
крышка	_	N.Fem.Inan	B2	LM	1	крышку	Acc.Sing	_	_	_	_
крышка	_	N.Fem.Inan	B2	LM	2	крышка	Nom.Sing	_	_	_	_
крышка	_	N.Fem.Inan	B2	LM	3	крышки	Gen.Sing	_	_	_	_
кукла	_	N.Fem.Inan	B2	LM	1	куклы	Gen.Sing	_	_	_	_
кукла	_	N.Fem.Inan	B2	LM	2	кукол	Gen.Plur	_	_	_	_
кукла	_	N.Fem.Inan	B2	LM	3	кукла	Nom.Sing	_	_	_	_
кукуруза	_	N.Fem.Inan	B2	LM	1	кукурузы	Gen.Sing	_	_	_	_
кукуруза	_	N.Fem.Inan	B2	LM	2	кукуруза	Nom.Sing	_	_	_	_
кукуруза	_	N.Fem.Inan	B2	LM	3	кукурузу	Acc.Sing	_	_	_	_
кулинария	_	N.Fem.Inan	B2	LM	1	кулинарию	Acc.Sing	_	_	_	_
кулинария	_	N.Fem.Inan	B2	LM	2	кулинарии	Loc.Sing	_	_	_	_
кульминация	_	N.Fem.Inan	B2	LM	1	кульминация	Nom.Sing	_	_	_	_
кульминация	_	N.Fem.Inan	B2	LM	2	кульминации	Nom.Plur	_	_	_	_
купальник	_	N.Masc.Inan	B2	Golosa, LM	1	купальнике	Loc.Sing	_	_	_	_
купальник	_	N.Masc.Inan	B2	Golosa, LM	2	купальник	Nom.Sing	_	_	_	_
курьер	_	N.Masc.Anim	B2	LM	1	курьеров	Gen.Plur	_	_	_	_
курьер	_	N.Masc.Anim	B2	LM	2	курьера	Acc.Sing	_	_	_	_
курьер	_	N.Masc.Anim	B2	LM	3	курьеры	Nom.Plur	_	_	_	_
лезть	_	V	B2	LM	1	лезет	Sing.3.Pres/Fut	_	_	_	_
лезть	_	V	B2	LM	2	лезут	Plur.3.Pres/Fut	_	_	_	_
лезть	_	V	B2	LM	3	лезть	Inf	_	_	_	_
лениться	_	V	B2	LM	1	лениться	Inf	_	_	_	_
лениться	_	V	B2	LM	2	ленитесь	Imper.Plur.2	_	_	_	_
лениться	_	V	B2	LM	3	ленился	Masc.Sing.Past	_	_	_	_
кусок	_	N.Masc.Inan	B2	Golosa, LM	1	кусок	Acc.Sing	_	_	_	_
кусок	_	N.Masc.Inan	B2	Golosa, LM	2	куски	Acc.Plur	_	_	_	_
кусок	_	N.Masc.Inan	B2	Golosa, LM	3	куском	Ins.Sing	_	_	_	_
какао	_	N.Neut.Inan	B2	LM	1	какао	Nom.Sing	_	_	_	_
ликвидировать	_	V	B2	LM	1	ликвидировать	Inf	_	_	_	_
ликвидировать	_	A	B2	LM	2	ликвидированы	Plur	_	_	_	_
ликвидировать	_	A	B2	LM	3	ликвидирован	Masc.Sing	_	_	_	_
ладонь	_	N.Fem.Inan	B2	LM	1	ладонью	Ins.Sing	_	_	_	_
ладонь	_	N.Fem.Inan	B2	LM	2	ладонь	Acc.Sing	_	_	_	_
ладонь	_	N.Fem.Inan	B2	LM	3	ладонями	Ins.Plur	_	_	_	_
лазерный	_	A	B2	LM	1	лазерной	Gen.Fem.Sing	_	_	_	_
лазерный	_	A	B2	LM	2	лазерного	Gen.Neut.Sing	_	_	_	_
лазерный	_	A	B2	LM	3	лазерных	Loc.Plur	_	_	_	_
лак	_	N.Masc.Inan	B2	LM	1	лаком	Ins.Sing	_	_	_	_
лак	_	N.Masc.Inan	B2	LM	2	лак	Acc.Sing	_	_	_	_
лампочка	_	N.Fem.Inan	B2	MiP, LM	1	лампочку	Acc.Sing	_	_	_	_
лампочка	_	N.Fem.Inan	B2	MiP, LM	2	лампочка	Nom.Sing	_	_	_	_
лампочка	_	N.Fem.Inan	B2	MiP, LM	3	лампочки	Nom.Plur	_	_	_	_
ландыш	_	N.Masc.Inan	B2	LM	1	ландыш	Nom.Sing	_	_	_	_
ландыш	_	N.Masc.Inan	B2	LM	2	ландухи	Nom.Plur	_	_	_	_
лапша	_	N.Fem.Inan	B2	LM	1	лапшой	Ins.Sing	_	_	_	_
лапша	_	N.Fem.Inan	B2	LM	2	лапши	Gen.Sing	_	_	_	_
ласковый	_	A	B2	LM	1	ласковым	Ins.Masc.Sing	_	_	_	_
ласковый	_	A	B2	LM	2	ласковый	Nom.Masc.Sing	_	_	_	_
ласковый	_	A	B2	LM	3	ласковые	Inan.Acc.Plur	_	_	_	_
ласточка	_	N.Fem.Anim	B2	LM	1	ласточки	Nom.Plur	_	_	_	_
ласточка	_	N.Fem.Anim	B2	LM	2	ласточками	Ins.Plur	_	_	_	_
ласточка	_	N.Fem.Anim	B2	LM	3	ласточка	Nom.Sing	_	_	_	_
латиноамериканец	_	N.Masc.Anim	B2	LM	1	латиноамериканцев	Gen.Plur	_	_	_	_
латиноамериканец	_	N.Masc.Anim	B2	LM	2	латиноамериканца	Acc.Sing	_	_	_	_
латинский	_	A	B2	LM	1	латинскую	Acc.Fem.Sing	_	_	_	_
латинский	_	A	B2	LM	2	латинской	Loc.Fem.Sing	_	_	_	_
латинский	_	A	B2	LM	3	латинского	Gen.Neut.Sing	_	_	_	_
латыш	_	N.Masc.Anim	B2	LM	1	латышам	Dat.Plur	_	_	_	_
латыш	_	N.Masc.Anim	B2	LM	2	латыш	Nom.Sing	_	_	_	_
лауреат	_	N.Masc.Anim	B2	LM	1	лауреат	Nom.Sing	_	_	_	_
лауреат	_	N.Masc.Anim	B2	LM	2	лауреатом	Ins.Sing	_	_	_	_
лауреат	_	N.Masc.Anim	B2	LM	3	лауреата	Gen.Sing	_	_	_	_
литься	_	V	B2	LM	1	льётся	Sing.3.Pres/Fut	_	_	_	_
литься	_	V	B2	LM	2	лилась	Fem.Sing.Past	_	_	_	_
литься	_	A	B2	LM	3	льющиеся	Nom.Plur	_	_	_	_
лев	_	N.Masc.Anim	B2	LM	1	лев	Nom.Sing	_	_	_	_
лев	_	N.Masc.Anim	B2	LM	2	львов	Acc.Plur	_	_	_	_
лев	_	N.Masc.Anim	B2	LM	3	льва	Gen.Sing	_	_	_	_
легальный	_	A	B2	LM	1	легальными	Ins.Plur	_	_	_	_
легальный	_	A	B2	LM	2	легальных	Loc.Plur	_	_	_	_
легальный	_	A	B2	LM	3	легальная	Nom.Fem.Sing	_	_	_	_
легенда	_	N.Fem.Inan	B2	LM	1	легенда	Nom.Sing	_	_	_	_
легенда	_	N.Fem.Inan	B2	LM	2	легенды	Nom.Plur	_	_	_	_
легенда	_	N.Fem.Inan	B2	LM	3	легенде	Dat.Sing	_	_	_	_
легкомысленный	_	A	B2	LM, Кс	1	легкомысленных	Gen.Plur	_	_	_	_
легкомысленный	_	A	B2	LM, Кс	2	легкомысленный	Nom.Masc.Sing	_	_	_	_
легкомысленный	_	A	B2	LM, Кс	3	легкомысленные	Nom.Plur	_	_	_	_
ломаться	_	V	B2	MiP, LM	1	ломаясь	Pres/Fut	_	_	_	_
ломаться	_	A	B2	MiP, LM	2	ломающегося	Gen.Neut.Sing	_	_	_	_
ломаться	_	V	B2	MiP, LM	3	ломаются	Plur.3.Pres/Fut	_	_	_	_
лейтенант	_	N.Masc.Anim	B2	LM	1	лейтенант	Nom.Sing	_	_	_	_
лейтенант	_	N.Masc.Anim	B2	LM	2	лейтенанту	Dat.Sing	_	_	_	_
лейтенант	_	N.Masc.Anim	B2	LM	3	лейтенантов	Gen.Plur	_	_	_	_
лектор	_	N.Masc.Anim	B2	LM	1	лекторы	Nom.Plur	_	_	_	_
лектор	_	N.Masc.Anim	B2	LM	2	лектор	Nom.Sing	_	_	_	_
лектор	_	N.Masc.Anim	B2	LM	3	лекторов	Gen.Plur	_	_	_	_
ленивый	_	A	B2	LM, Кс	1	ленивый	Nom.Masc.Sing	_	_	_	_
ленивый	_	A	B2	LM, Кс	2	ленивые	Nom.Plur	_	_	_	_
ленивый	_	A	B2	LM, Кс	3	ленив	Masc.Sing	_	_	_	_
любоваться	_	V	B2	LM	1	любуясь	Pres/Fut	_	_	_	_
любоваться	_	V	B2	LM	2	любоваться	Inf	_	_	_	_
любоваться	_	V	B2	LM	3	любуется	Sing.3.Pres/Fut	_	_	_	_
лень	_	N.Fem.Inan	B2	LM	1	лень	Nom.Sing	_	_	_	_
лень	_	N.Fem.Inan	B2	LM	2	лени	Gen.Sing	_	_	_	_
лень	_	N.Fem.Inan	B2	LM	3	ленью	Ins.Sing	_	_	_	_
либеральный	_	A	B2	LM	1	либеральная	Nom.Fem.Sing	_	_	_	_
либеральный	_	A	B2	LM	2	либеральным	Ins.Masc.Sing	_	_	_	_
либеральный	_	A	B2	LM	3	либеральный	Nom.Masc.Sing	_	_	_	_
ливанец	_	N.Masc.Anim	B2	LM	1	ливанец	Nom.Sing	_	_	_	_
ладоши	_	N.Fem.Inan	B2	LM	1	ладоши	Acc.Plur	_	_	_	_
лидер	_	N.Masc.Anim	B2	LM	1	лидеры	Nom.Plur	_	_	_	_
лидер	_	N.Masc.Anim	B2	LM	2	лидер	Nom.Sing	_	_	_	_
лидер	_	N.Masc.Anim	B2	LM	3	лидеров	Gen.Plur	_	_	_	_
определять	_	V	B2	LM	1	определяет	Sing.3.Pres/Fut	_	_	_	_
определять	_	V	B2	LM	2	определять	Inf	_	_	_	_
определять	_	V	B2	LM	3	определяют	Plur.3.Pres/Fut	_	_	_	_
ликер	_	N.Masc.Inan	B2	LM	1	ликёра	Gen.Sing	_	_	_	_
ликер	_	N.Masc.Inan	B2	LM	2	ликёр	Acc.Sing	_	_	_	_
ликер	_	N.Masc.Inan	B2	LM	3	ликёров	Gen.Plur	_	_	_	_
линия	_	N.Fem.Inan	B2	LM	1	линий	Gen.Plur	_	_	_	_
линия	_	N.Fem.Inan	B2	LM	2	линии	Gen.Sing	_	_	_	_
линия	_	N.Fem.Inan	B2	LM	3	линия	Nom.Sing	_	_	_	_
лиса	_	N.Fem.Anim	B2	LM	1	лису	Acc.Sing	_	_	_	_
лиса	_	N.Fem.Anim	B2	LM	2	лиса	Nom.Sing	_	_	_	_
лиса	_	N.Fem.Anim	B2	LM	3	лисы	Nom.Plur	_	_	_	_
литовец	_	N.Masc.Anim	B2	LM	1	литовцем	Ins.Sing	_	_	_	_
литовец	_	N.Masc.Anim	B2	LM	2	литовцев	Gen.Plur	_	_	_	_
литовец	_	N.Masc.Anim	B2	LM	3	литовец	Nom.Sing	_	_	_	_
литр	_	N.Masc.Inan	B2	Golosa, LM	1	литра	Gen.Sing	_	_	_	_
литр	_	N.Masc.Inan	B2	Golosa, LM	2	л	Acc.Sing	_	_	_	_
литр	_	N.Masc.Inan	B2	Golosa, LM	3	литров	Gen.Plur	_	_	_	_
рассматривать	_	V	B2	LM	1	рассматривать	Inf	_	_	_	_
рассматривать	_	V	B2	LM	2	рассматривает	Sing.3.Pres/Fut	_	_	_	_
рассматривать	_	V	B2	LM	3	рассматривал	Masc.Sing.Past	_	_	_	_
лицей	_	N.Masc.Inan	B2	LM	1	лицей	Nom.Sing	_	_	_	_
лицей	_	N.Masc.Inan	B2	LM	2	лицее	Loc.Sing	_	_	_	_
лицей	_	N.Masc.Inan	B2	LM	3	лицея	Gen.Sing	_	_	_	_
личность	_	N.Fem.Inan	B2	LM	1	личности	Gen.Sing	_	_	_	_
личность	_	N.Fem.Inan	B2	LM	2	личность	Nom.Sing	_	_	_	_
личность	_	N.Fem.Inan	B2	LM	3	личностей	Gen.Plur	_	_	_	_
логика	_	N.Fem.Inan	B2	LM	1	логики	Gen.Sing	_	_	_	_
логика	_	N.Fem.Inan	B2	LM	2	логика	Nom.Sing	_	_	_	_
логика	_	N.Fem.Inan	B2	LM	3	логике	Dat.Sing	_	_	_	_
логичный	_	A	B2	LM	1	логично	Neut.Sing	_	_	_	_
логичный	_	A	B2	LM	2	логичным	Ins.Neut.Sing	_	_	_	_
логичный	_	A	B2	LM	3	логичны	Plur	_	_	_	_
лоджия	_	N.Fem.Inan	B2	LM	1	лоджия	Nom.Sing	_	_	_	_
лоджия	_	N.Fem.Inan	B2	LM	2	лоджий	Gen.Plur	_	_	_	_
ложь	_	N.Fem.Inan	B2	LM	1	лжи	Gen.Sing	_	_	_	_
ложь	_	N.Fem.Inan	B2	LM	2	ложь	Nom.Sing	_	_	_	_
ложь	_	N.Fem.Inan	B2	LM	3	ложью	Ins.Sing	_	_	_	_
мазать	_	A	B2	LM	1	мазанные	Nom.Plur	_	_	_	_
мазать	_	V	B2	LM	2	мазали	Plur.Past	_	_	_	_
лотерея	_	N.Fem.Inan	B2	LM	1	лотерее	Loc.Sing	_	_	_	_
лотерея	_	N.Fem.Inan	B2	LM	2	лотерею	Acc.Sing	_	_	_	_
лотерея	_	N.Fem.Inan	B2	LM	3	лотереи	Acc.Plur	_	_	_	_
лужа	_	N.Fem.Inan	B2	LM	1	лужу	Acc.Sing	_	_	_	_
лужа	_	N.Fem.Inan	B2	LM	2	лужи	Gen.Sing	_	_	_	_
лужа	_	N.Fem.Inan	B2	LM	3	лужа	Nom.Sing	_	_	_	_
лыжник	_	N.Masc.Anim	B2	MiP, LM	1	лыжников	Gen.Plur	_	_	_	_
лысый	_	A	B2	LM	1	лысым	Ins.Masc.Sing	_	_	_	_
лысый	_	A	B2	LM	2	лысый	Nom.Masc.Sing	_	_	_	_
лысый	_	A	B2	LM	3	лысых	Gen.Plur	_	_	_	_
льгота	_	N.Fem.Inan	B2	LM	1	льгот	Gen.Plur	_	_	_	_
льгота	_	N.Fem.Inan	B2	LM	2	льготы	Nom.Plur	_	_	_	_
льгота	_	N.Fem.Inan	B2	LM	3	льготами	Ins.Plur	_	_	_	_
любитель	_	N.Masc.Anim	B2	LM	1	любители	Nom.Plur	_	_	_	_
любитель	_	N.Masc.Anim	B2	LM	2	любителей	Gen.Plur	_	_	_	_
любитель	_	N.Masc.Anim	B2	LM	3	любитель	Nom.Sing	_	_	_	_
мариновать	_	A	B2	LM	1	маринованные	Nom.Plur	_	_	_	_
любознательный	_	A	B2	LM	1	любознательным	Ins.Masc.Sing	_	_	_	_
любознательный	_	A	B2	LM	2	любознательны	Plur	_	_	_	_
любознательный	_	A	B2	LM	3	любознательного	Gen.Masc.Sing	_	_	_	_
любопытный	_	A	B2	LM	1	любопытный	Nom.Masc.Sing	_	_	_	_
любопытный	_	A	B2	LM	2	любопытно	Neut.Sing	_	_	_	_
любопытный	_	A	B2	LM	3	любопытная	Nom.Fem.Sing	_	_	_	_
любопытство	_	N.Neut.Inan	B2	LM	1	любопытством	Ins.Sing	_	_	_	_
любопытство	_	N.Neut.Inan	B2	LM	2	любопытство	Acc.Sing	_	_	_	_
любопытство	_	N.Neut.Inan	B2	LM	3	любопытства	Gen.Sing	_	_	_	_
люстра	_	N.Fem.Inan	B2	LM	1	люстра	Nom.Sing	_	_	_	_
люстра	_	N.Fem.Inan	B2	LM	2	люстры	Nom.Plur	_	_	_	_
люстра	_	N.Fem.Inan	B2	LM	3	люстру	Acc.Sing	_	_	_	_
магистр	_	N.Masc.Anim	B2	LM	1	магистр	Nom.Sing	_	_	_	_
магистр	_	N.Masc.Anim	B2	LM	2	магистра	Gen.Sing	_	_	_	_
магистр	_	N.Masc.Anim	B2	LM	3	магистров	Gen.Plur	_	_	_	_
махать	_	V	B2	LM	1	машет	Sing.3.Pres/Fut	_	_	_	_
махать	_	V	B2	LM	2	махать	Inf	_	_	_	_
махать	_	V	B2	LM	3	махая	Pres/Fut	_	_	_	_
майонез	_	N.Masc.Inan	B2	LM	1	майонезом	Ins.Sing	_	_	_	_
майонез	_	N.Masc.Inan	B2	LM	2	майонез	Nom.Sing	_	_	_	_
майонез	_	N.Masc.Inan	B2	LM	3	майонеза	Gen.Sing	_	_	_	_
майор	_	N.Masc.Anim	B2	LM	1	майор	Nom.Sing	_	_	_	_
майор	_	N.Masc.Anim	B2	LM	2	майору	Dat.Sing	_	_	_	_
майор	_	N.Masc.Anim	B2	LM	3	майора	Gen.Sing	_	_	_	_
макароны	_	N.Inan	B2	Golosa, LM	1	макароны	Acc.Plur	_	_	_	_
макароны	_	N.Inan	B2	Golosa, LM	2	макарон	Gen.Plur	_	_	_	_
максимум	_	N.Masc.Inan	B2	LM	1	максимум	Nom.Sing	_	_	_	_
максимум	_	N.Masc.Inan	B2	LM	2	максимуму	Dat.Sing	_	_	_	_
максимум	_	N.Masc.Inan	B2	LM	3	максимума	Gen.Sing	_	_	_	_
малина	_	N.Fem.Inan	B2	LM	1	малины	Gen.Sing	_	_	_	_
малина	_	N.Fem.Inan	B2	LM	2	малина	Nom.Sing	_	_	_	_
малыш	_	N.Masc.Anim	B2	LM	1	малыша	Gen.Sing	_	_	_	_
малыш	_	N.Masc.Anim	B2	LM	2	малыш	Nom.Sing	_	_	_	_
